ID, User, nLos, D-Master, D-Slaver, D-Gate, Speed, x, y, z
0, 1, 0, 122, 141, 100, 0, 0, 0, 39
1, 1, 0, 127, 140, 100, 0, 0, 0, 41
2, 1, 0, 123, 139, 100, 0, 0, 0, 47
3, 1, 0, 121, 151, 100, 0, 0, 0, 52
4, 1, 0, 125, 139, 100, 0, 0, 0, 68
5, 1, 0, 122, 138, 100, 0, 0, 0, 65
6, 1, 0, 127, 142, 100, 0, 0, 0, 55
7, 1, 0, 125, 140, 100, 0, 0, 0, 56
8, 1, 0, 125, 138, 100, 0, 0, 0, 54
9, 1, 0, 122, 136, 100, 0, 0, 0, 54
10, 1, 0, 125, 140, 100, 0, 0, 0, 47
11, 1, 0, 124, 138, 100, 0, 0, 0, 49
12, 1, 0, 126, 139, 100, 0, 0, 0, 45
13, 1, 0, 126, 142, 100, 0, 0, 0, 44
14, 1, 0, 127, 140, 100, 0, 0, 0, 46
15, 1, 0, 124, 141, 100, 0, 0, 0, 49
16, 1, 0, 123, 140, 100, 0, 0, 0, 54
17, 1, 0, 122, 144, 100, 0, 0, 0, 56
18, 1, 0, 122, 136, 100, 0, 0, 0, 64
19, 1, 0, 123, 141, 100, 0, 0, 0, 57
20, 1, 0, 125, 141, 100, 0, 0, 0, 56
21, 1, 0, 123, 138, 100, 0, 0, 0, 58
22, 1, 0, 122, 141, 100, 0, 0, 0, 57
23, 1, 0, 122, 140, 100, 0, 0, 0, 60
24, 1, 0, 129, 142, 100, 0, 0, 0, 52
25, 1, 0, 124, 139, 100, 0, 0, 0, 55
26, 1, 0, 127, 137, 100, 0, 0, 0, 50
27, 1, 0, 123, 140, 100, 0, 0, 0, 48
28, 1, 0, 123, 153, 100, 0, 0, 0, 51
29, 1, 0, 125, 144, 100, 0, 0, 0, 71
30, 1, 0, 129, 140, 100, 0, 0, 0, 65
31, 1, 0, 126, 139, 100, 0, 0, 0, 59
32, 1, 0, 124, 136, 100, 0, 0, 0, 56
33, 1, 0, 124, 139, 100, 0, 0, 0, 50
34, 1, 0, 125, 138, 100, 0, 0, 0, 49
35, 1, 0, 124, 141, 100, 0, 0, 0, 48
36, 1, 0, 124, 139, 100, 0, 0, 0, 51
37, 1, 0, 125, 141, 100, 0, 0, 0, 50
38, 1, 0, 128, 143, 100, 0, 0, 0, 47
39, 1, 0, 126, 136, 100, 0, 0, 0, 51
40, 1, 0, 127, 139, 100, 0, 0, 0, 43
41, 1, 0, 126, 137, 100, 0, 0, 0, 42
42, 1, 0, 128, 141, 100, 0, 0, 0, 36
43, 1, 0, 124, 139, 100, 0, 0, 0, 44
44, 1, 0, 128, 136, 100, 0, 0, 0, 40
45, 1, 0, 125, 140, 100, 0, 0, 0, 37
46, 1, 0, 127, 137, 100, 0, 0, 0, 39
47, 1, 0, 128, 137, 100, 0, 0, 0, 34
48, 1, 0, 126, 137, 100, 0, 0, 0, 33
49, 1, 0, 126, 139, 100, 0, 0, 0, 33
50, 1, 0, 127, 138, 100, 0, 0, 0, 35
51, 1, 0, 123, 138, 100, 0, 0, 0, 39
52, 1, 0, 126, 136, 100, 0, 0, 0, 38
53, 1, 0, 124, 137, 100, 0, 0, 0, 38
54, 1, 0, 125, 138, 100, 0, 0, 0, 37
55, 1, 0, 128, 139, 100, 0, 0, 0, 35
56, 1, 0, 123, 138, 100, 0, 0, 0, 41
57, 1, 0, 125, 139, 100, 0, 0, 0, 41
58, 1, 0, 125, 138, 100, 0, 0, 0, 42
59, 1, 0, 128, 137, 100, 0, 0, 0, 38
60, 1, 0, 125, 137, 100, 0, 0, 0, 37
61, 1, 0, 127, 136, 100, 0, 0, 0, 35
62, 1, 0, 123, 136, 100, 0, 0, 0, 36
63, 1, 0, 127, 136, 100, 0, 0, 0, 32
64, 1, 0, 129, 137, 100, 0, 0, 0, 27
65, 1, 0, 126, 142, 100, 0, 0, 0, 29
66, 1, 0, 126, 141, 100, 0, 0, 0, 37
67, 1, 0, 128, 141, 100, 0, 0, 0, 39
68, 1, 0, 126, 140, 100, 0, 0, 0, 42
69, 1, 0, 127, 140, 100, 0, 0, 0, 42
70, 1, 0, 125, 139, 100, 0, 0, 0, 45
71, 1, 0, 125, 138, 100, 0, 0, 0, 45
72, 1, 0, 125, 142, 100, 0, 0, 0, 44
73, 1, 0, 122, 139, 100, 0, 0, 0, 53
74, 1, 0, 128, 138, 100, 0, 0, 0, 46
75, 1, 0, 121, 142, 100, 0, 0, 0, 50
76, 1, 0, 121, 140, 100, 0, 0, 0, 58
77, 1, 0, 127, 138, 100, 0, 0, 0, 53
78, 1, 0, 128, 140, 100, 0, 0, 0, 45
79, 1, 0, 128, 140, 100, 0, 0, 0, 43
80, 1, 0, 128, 140, 100, 0, 0, 0, 41
81, 1, 0, 122, 141, 100, 0, 0, 0, 48
82, 1, 0, 126, 141, 100, 0, 0, 0, 49
83, 1, 0, 129, 140, 100, 0, 0, 0, 45
84, 1, 0, 129, 133, 100, 0, 0, 0, 42
85, 1, 0, 124, 137, 100, 0, 0, 0, 36
86, 1, 0, 128, 142, 100, 0, 0, 0, 32
87, 1, 0, 125, 140, 100, 0, 0, 0, 41
88, 1, 0, 129, 151, 100, 0, 0, 0, 38
89, 1, 0, 124, 138, 100, 0, 0, 0, 60
90, 1, 0, 125, 141, 100, 0, 0, 0, 54
91, 1, 0, 129, 142, 100, 0, 0, 0, 49
92, 1, 0, 126, 158, 100, 0, 0, 0, 51
93, 1, 0, 124, 141, 100, 0, 0, 0, 80
94, 1, 0, 124, 142, 100, 0, 0, 0, 74
95, 1, 0, 126, 138, 100, 0, 0, 0, 68
96, 1, 0, 124, 142, 100, 0, 0, 0, 61
