ID, User, nLos, D-Master, D-Slaver, D-Gate, Speed, x, y, z
198, 4, 0, 56, 80, 100, 0, 0, 0, 33
199, 4, 0, 56, 80, 100, 0, 0, 0, 35
200, 4, 0, 59, 77, 100, 0, 0, 0, 34
201, 4, 0, 57, 86, 100, 0, 0, 0, 32
202, 4, 0, 57, 84, 100, 0, 0, 0, 39
203, 4, 0, 58, 77, 100, 0, 0, 0, 41
204, 4, 0, 57, 83, 100, 0, 0, 0, 37
205, 4, 0, 56, 75, 100, 0, 0, 0, 40
206, 4, 0, 56, 80, 100, 0, 0, 0, 35
207, 4, 0, 57, 85, 100, 0, 0, 0, 36
208, 4, 0, 56, 76, 100, 0, 0, 0, 41
209, 4, 0, 57, 68, 100, 0, 0, 0, 36
210, 4, 0, 57, 76, 100, 0, 0, 0, 27
211, 4, 0, 56, 77, 100, 0, 0, 0, 28
212, 4, 0, 55, 77, 100, 0, 0, 0, 29
213, 4, 0, 56, 82, 100, 0, 0, 0, 30
214, 4, 0, 55, 77, 100, 0, 0, 0, 35
215, 4, 0, 56, 79, 100, 0, 0, 0, 33
216, 4, 0, 56, 81, 100, 0, 0, 0, 34
217, 4, 0, 56, 88, 100, 0, 0, 0, 36
218, 4, 0, 57, 87, 100, 0, 0, 0, 43
219, 4, 0, 55, 77, 100, 0, 0, 0, 48
220, 4, 0, 57, 76, 100, 0, 0, 0, 42
221, 4, 0, 54, 76, 100, 0, 0, 0, 39
222, 4, 0, 59, 79, 100, 0, 0, 0, 34
223, 4, 0, 56, 77, 100, 0, 0, 0, 34
224, 4, 0, 55, 78, 100, 0, 0, 0, 34
225, 4, 0, 55, 75, 100, 0, 0, 0, 34
226, 4, 0, 57, 73, 100, 0, 0, 0, 31
227, 4, 0, 57, 76, 100, 0, 0, 0, 27
228, 4, 0, 58, 72, 100, 0, 0, 0, 26
229, 4, 0, 57, 76, 100, 0, 0, 0, 23
230, 4, 0, 55, 75, 100, 0, 0, 0, 25
231, 4, 0, 56, 79, 100, 0, 0, 0, 25
232, 4, 0, 57, 74, 100, 0, 0, 0, 28
233, 4, 0, 56, 84, 100, 0, 0, 0, 26
234, 4, 0, 57, 76, 100, 0, 0, 0, 33
235, 4, 0, 56, 85, 100, 0, 0, 0, 32
236, 4, 0, 56, 73, 100, 0, 0, 0, 38
237, 4, 0, 56, 82, 100, 0, 0, 0, 33
238, 4, 0, 55, 80, 100, 0, 0, 0, 37
239, 4, 0, 56, 78, 100, 0, 0, 0, 37
240, 4, 0, 58, 85, 100, 0, 0, 0, 35
241, 4, 0, 55, 76, 100, 0, 0, 0, 41
242, 4, 0, 57, 83, 100, 0, 0, 0, 36
243, 4, 0, 55, 74, 100, 0, 0, 0, 40
244, 4, 0, 55, 72, 100, 0, 0, 0, 31
245, 4, 0, 56, 84, 100, 0, 0, 0, 27
246, 4, 0, 56, 81, 100, 0, 0, 0, 34
247, 4, 0, 56, 85, 100, 0, 0, 0, 37
248, 4, 0, 58, 82, 100, 0, 0, 0, 40
249, 4, 0, 56, 78, 100, 0, 0, 0, 41
250, 4, 0, 56, 79, 100, 0, 0, 0, 39
251, 4, 0, 57, 76, 100, 0, 0, 0, 37
252, 4, 0, 60, 78, 100, 0, 0, 0, 32
253, 4, 0, 56, 86, 100, 0, 0, 0, 32
254, 4, 0, 57, 85, 100, 0, 0, 0, 39
255, 4, 0, 57, 81, 100, 0, 0, 0, 43
256, 4, 0, 55, 82, 100, 0, 0, 0, 43
257, 4, 0, 54, 79, 100, 0, 0, 0, 44
258, 4, 0, 55, 80, 100, 0, 0, 0, 42
259, 4, 0, 55, 84, 100, 0, 0, 0, 42
260, 4, 0, 57, 75, 100, 0, 0, 0, 43
261, 4, 0, 55, 75, 100, 0, 0, 0, 38
262, 4, 0, 56, 78, 100, 0, 0, 0, 34
263, 4, 0, 55, 74, 100, 0, 0, 0, 34
264, 4, 0, 57, 75, 100, 0, 0, 0, 30
265, 4, 0, 57, 74, 100, 0, 0, 0, 28
266, 4, 0, 58, 76, 100, 0, 0, 0, 25
267, 4, 0, 56, 81, 100, 0, 0, 0, 26
