2025-03-14 17:16:32 , INFO , ID, User, nLos, D-Master, D-Slaver, D-Gate, Speed, x, y, z, Auth, Trans
2025-03-14 17:16:32 , INFO , 0, 0, 0, 30, 32, 100, 13, 0, 40, 0, 9, 4, 9, 4
2025-03-14 17:16:32 , INFO , 1, 0, 0, 32, 32, 100, 9, 0, 38, 0, 9, 4, 9, 4
2025-03-14 17:16:32 , INFO , 2, 0, 0, 34, 34, 100, 9, 0, 36, 0, 9, 4, 9, 4
2025-03-14 17:16:33 , INFO , 3, 0, 0, 31, 34, 100, 1, 0, 39, 0, 9, 4, 9, 4
2025-03-14 17:16:33 , INFO , 4, 0, 0, 32, 31, 100, 0, 0, 38, 0, 9, 4, 9, 4
2025-03-14 17:16:33 , INFO , 5, 0, 0, 33, 48, 100, 1, 0, 37, 0, 9, 4, 9, 4
2025-03-14 17:16:33 , INFO , 6, 0, 0, 30, 49, 100, 11, 7, 30, 0, 9, 4, 9, 4
2025-03-14 17:16:34 , INFO , 7, 0, 0, 34, 33, 100, 12, 6, 27, 0, 9, 4, 9, 4
2025-03-14 17:16:34 , INFO , 8, 0, 0, 30, 34, 100, 3, 0, 40, 0, 9, 4, 9, 4
2025-03-14 17:16:34 , INFO , 9, 0, 0, 33, 33, 100, 9, 0, 37, 0, 9, 4, 9, 4
2025-03-14 17:16:34 , INFO , 10, 0, 0, 30, 22, 100, 14, 0, 40, 0, 9, 4, 9, 4
2025-03-14 17:16:35 , INFO , 11, 0, 0, 32, 52, 100, 2, -2, 40, 0, 9, 4, 9, 4
2025-03-14 17:16:35 , INFO , 12, 0, 0, 29, 47, 100, 12, 9, 28, 0, 9, 4, 9, 4
2025-03-14 17:16:35 , INFO , 13, 0, 0, 30, 34, 100, 10, 6, 32, 0, 9, 4, 9, 4
2025-03-14 17:16:35 , INFO , 14, 0, 0, 33, 48, 100, 3, 0, 37, 0, 9, 4, 9, 4
2025-03-14 17:16:36 , INFO , 15, 0, 0, 33, 38, 100, 3, 6, 29, 0, 9, 4, 9, 4
2025-03-14 17:16:36 , INFO , 16, 0, 0, 30, 33, 100, 6, 2, 37, 0, 9, 4, 9, 4
2025-03-14 17:16:36 , INFO , 17, 0, 0, 34, 45, 100, 1, 0, 36, 0, 9, 4, 9, 4
2025-03-14 17:16:36 , INFO , 18, 0, 0, 32, 49, 100, 2, 5, 31, 0, 9, 4, 9, 4
2025-03-14 17:16:37 , INFO , 19, 0, 0, 31, 47, 100, 9, 7, 29, 0, 9, 4, 9, 4
2025-03-14 17:16:37 , INFO , 20, 0, 0, 33, 46, 100, 7, 5, 30, 0, 9, 4, 9, 4
2025-03-14 17:16:37 , INFO , 21, 0, 0, 33, 32, 100, 1, 5, 30, 0, 9, 4, 9, 4
2025-03-14 17:16:37 , INFO , 22, 0, 0, 31, 35, 100, 12, 0, 39, 0, 9, 4, 9, 4
2025-03-14 17:16:38 , INFO , 23, 0, 0, 31, 48, 100, 8, 1, 37, 0, 9, 4, 9, 4
2025-03-14 17:16:38 , INFO , 24, 0, 0, 30, 35, 100, 2, 7, 30, 0, 9, 4, 9, 4
2025-03-14 17:16:38 , INFO , 25, 0, 0, 32, 49, 100, 2, 1, 37, 0, 9, 4, 9, 4
2025-03-14 17:16:38 , INFO , 26, 0, 0, 29, 47, 100, 8, 7, 31, 0, 9, 4, 9, 4
2025-03-14 17:16:39 , INFO , 27, 0, 0, 31, 47, 100, 1, 6, 31, 0, 9, 4, 9, 4
2025-03-14 17:16:39 , INFO , 28, 0, 0, 33, 32, 100, 8, 5, 30, 0, 9, 4, 9, 4
2025-03-14 17:16:39 , INFO , 29, 0, 0, 30, 45, 100, 11, 0, 40, 0, 9, 4, 9, 4
2025-03-14 17:16:39 , INFO , 30, 0, 0, 33, 47, 100, 2, 4, 32, 0, 9, 4, 9, 4
2025-03-14 17:16:40 , INFO , 31, 0, 0, 32, 31, 100, 1, 5, 31, 0, 9, 4, 9, 4
2025-03-14 17:16:40 , INFO , 32, 0, 0, 29, 48, 100, 0, 0, 40, 0, 9, 4, 9, 4
2025-03-14 17:16:40 , INFO , 33, 0, 0, 32, 48, 100, 2, 6, 30, 0, 9, 4, 9, 4
2025-03-14 17:16:40 , INFO , 34, 0, 0, 30, 47, 100, 2, 7, 30, 0, 9, 4, 9, 4
2025-03-14 17:16:41 , INFO , 35, 0, 0, 32, 34, 100, 10, 5, 31, 0, 9, 4, 9, 4
2025-03-14 17:16:41 , INFO , 36, 0, 0, 32, 52, 100, 10, 0, 38, 0, 9, 4, 9, 4
2025-03-14 17:16:41 , INFO , 37, 0, 0, 31, 49, 100, 2, 8, 28, 0, 9, 4, 9, 4
2025-03-14 17:16:41 , INFO , 38, 0, 0, 30, 51, 100, 2, 7, 30, 0, 9, 4, 9, 4
2025-03-14 17:16:42 , INFO , 39, 0, 0, 33, 50, 100, 13, 7, 27, 0, 9, 4, 9, 4
2025-03-14 17:16:42 , INFO , 40, 0, 0, 31, 50, 100, 1, 7, 29, 0, 9, 4, 9, 4
2025-03-14 17:16:42 , INFO , 41, 0, 0, 33, 48, 100, 3, 7, 27, 0, 9, 4, 9, 4
2025-03-14 17:16:42 , INFO , 42, 0, 0, 29, 35, 100, 4, 7, 31, 0, 9, 4, 9, 4
2025-03-14 17:16:43 , INFO , 43, 0, 0, 29, 30, 100, 11, 1, 39, 0, 9, 4, 9, 4
2025-03-14 17:16:43 , INFO , 44, 0, 0, 30, 30, 100, 14, 0, 40, 0, 9, 4, 9, 4
2025-03-14 17:16:43 , INFO , 45, 0, 0, 31, 49, 100, 10, 0, 39, 0, 9, 4, 9, 4
2025-03-14 17:16:43 , INFO , 46, 0, 0, 31, 47, 100, 11, 7, 29, 0, 9, 4, 9, 4
2025-03-14 17:16:44 , INFO , 47, 0, 0, 32, 33, 100, 10, 5, 31, 0, 9, 4, 9, 4
2025-03-14 17:16:44 , INFO , 48, 0, 0, 30, 21, 100, 1, 0, 40, 0, 9, 4, 9, 4
2025-03-14 17:16:44 , INFO , 49, 0, 0, 30, 48, 100, 15, -2, 42, 0, 9, 4, 9, 4
2025-03-14 17:16:44 , INFO , 50, 0, 0, 31, 47, 100, 1, 6, 31, 0, 9, 4, 9, 4
2025-03-14 17:16:45 , INFO , 51, 0, 0, 33, 33, 100, 11, 5, 30, 0, 9, 4, 9, 4
2025-03-14 17:16:45 , INFO , 52, 0, 0, 33, 34, 100, 5, 0, 37, 0, 9, 4, 9, 4
2025-03-14 17:16:45 , INFO , 53, 0, 0, 31, 48, 100, 10, 0, 39, 0, 9, 4, 9, 4
2025-03-14 17:16:45 , INFO , 54, 0, 0, 30, 47, 100, 2, 7, 30, 0, 9, 4, 9, 4
