2025-01-03 18:56:46 , INFO , ID, User, nLos, D-Master, D-Slaver, D-Gate, Speed, x, y, z
2025-01-03 18:57:36 , INFO , 184, 1, 0, 73, 130, 100, 0, 0, 0, 80
2025-01-03 18:57:36 , INFO , 185, 1, 0, 72, 134, 100, 0, 0, 0, 80
2025-01-03 18:57:36 , INFO , 186, 1, 0, 73, 129, 100, 0, 0, 0, 80
2025-01-03 18:57:36 , INFO , 187, 1, 0, 75, 122, 100, 0, 0, 0, 80
2025-01-03 18:57:37 , INFO , 188, 1, 0, 71, 129, 100, 0, 0, 0, 80
2025-01-03 18:57:37 , INFO , 189, 1, 0, 75, 125, 100, 0, 0, 0, 80
2025-01-03 18:57:37 , INFO , 190, 1, 0, 74, 129, 100, 0, 0, 0, 80
2025-01-03 18:57:37 , INFO , 191, 1, 0, 73, 129, 100, 0, 0, 0, 80
2025-01-03 18:57:38 , INFO , 192, 1, 0, 73, 130, 100, 0, 0, 0, 80
2025-01-03 18:57:38 , INFO , 193, 1, 0, 74, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:38 , INFO , 194, 1, 0, 74, 134, 100, 0, 0, 0, 80
2025-01-03 18:57:38 , INFO , 195, 1, 0, 74, 139, 100, 0, 0, 0, 80
2025-01-03 18:57:39 , INFO , 196, 1, 0, 72, 136, 100, 0, 0, 0, 80
2025-01-03 18:57:39 , INFO , 197, 1, 0, 73, 135, 100, 0, 0, 0, 80
2025-01-03 18:57:39 , INFO , 198, 1, 0, 73, 138, 100, 0, 0, 0, 80
2025-01-03 18:57:40 , INFO , 199, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:40 , INFO , 200, 1, 0, 72, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:40 , INFO , 201, 1, 0, 73, 134, 100, 0, 0, 0, 80
2025-01-03 18:57:40 , INFO , 202, 1, 0, 73, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:41 , INFO , 203, 1, 0, 73, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:41 , INFO , 204, 1, 0, 73, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:41 , INFO , 205, 1, 0, 73, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:41 , INFO , 206, 1, 0, 74, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:42 , INFO , 207, 1, 0, 73, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:42 , INFO , 208, 1, 0, 72, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:42 , INFO , 209, 1, 0, 72, 135, 100, 0, 0, 0, 80
2025-01-03 18:57:43 , INFO , 210, 1, 0, 75, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:43 , INFO , 211, 1, 0, 74, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:43 , INFO , 212, 1, 0, 75, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:43 , INFO , 213, 1, 0, 74, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:44 , INFO , 214, 1, 0, 74, 130, 100, 0, 0, 0, 80
2025-01-03 18:57:44 , INFO , 215, 1, 0, 73, 131, 100, 0, 0, 0, 80
2025-01-03 18:57:44 , INFO , 216, 1, 0, 74, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:44 , INFO , 217, 1, 0, 74, 131, 100, 0, 0, 0, 80
2025-01-03 18:57:45 , INFO , 218, 1, 0, 74, 134, 100, 0, 0, 0, 80
2025-01-03 18:57:45 , INFO , 219, 1, 0, 74, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:45 , INFO , 220, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:45 , INFO , 221, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:46 , INFO , 222, 1, 0, 73, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:46 , INFO , 223, 1, 0, 73, 130, 100, 0, 0, 0, 80
2025-01-03 18:57:46 , INFO , 224, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:46 , INFO , 225, 1, 0, 75, 130, 100, 0, 0, 0, 80
2025-01-03 18:57:47 , INFO , 226, 1, 0, 73, 131, 100, 0, 0, 0, 80
2025-01-03 18:57:47 , INFO , 227, 1, 0, 74, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:47 , INFO , 228, 1, 0, 72, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:48 , INFO , 229, 1, 0, 75, 132, 100, 0, 0, 0, 80
